key,kr,en,cn
NEWS_INDIE_FINANCE_002_SUMMARY,조사에 따른 규제 위험이 부각되며 주요 소비재 기업의 주가 변동성이 확대되고 있습니다.,Regulatory risk from the probe is raising volatility for major consumer firms.,调查带来的监管风险凸显，主要消费品企业股价波动性扩大。
NEWS_INDIE_PHARMA_001_TITLE,국가 항암 백신 개발 임상 3상 데이터 통계적 유의성 확보 실패 공식 선언,National cancer vaccine phase 3 clinical trial officially fails,国家抗癌疫苗开发临床三期数据官方宣告未能确保统计学显著性
NEWS_INDIE_PHARMA_001_SUMMARY,기대를 모았던 항암 파이프라인의 핵심 임상 시험이 목표치에 미치지 못해 투자 심리가 급격히 냉각되었습니다.,"The core trial for the highly anticipated cancer pipeline missed targets, freezing investor sentiment.",备受期待的抗癌研发管线核心临床试验未达预期目标，投资情绪急剧冷却。
NEWS_INDIE_CHIP_001_TITLE,차세대 극자외선(EUV) 3나노 미세 공정 핵심 노광 기술 특허 공식 취득,Superconducting EUV 3nm process key lithography patent officially acquired,下一代极紫外(EUV) 3纳米微细工艺核心光刻技术专利官方获取
NEWS_INDIE_CHIP_001_SUMMARY,나노 선폭 한계를 돌파한 특허 승인 소식에 기술적 독점력을 선점하며 칩 제조주가 큰 수혜를 입었습니다.,"Patent news breaking nano-width limits gave tech monopolies, benefiting chip makers.",突破纳米线宽极限的专利通过消息确立了技术独占力，芯片制造股大受裨益。
NEWS_INDIE_LOGISTICS_001_TITLE,"글로벌 운하 정체 병목 현상 장기화, 운항 지수 최고치 경신 발표",Global canal bottleneck prolonged; shipping index officially hits record high,全球运河拥堵瓶颈现象长期化，航运指数官方刷新最高值
NEWS_INDIE_LOGISTICS_001_SUMMARY,글로벌 해상 운송로 경색으로 운임 단가가 급상승하며 주요 종합 물류주가 강세를 띠고 있습니다.,Comprehensive logistics stocks surge as transport rates spike due to sea bottleneck.,全球海上运输通道梗阻导致运价单价急剧上涨，主要综合物流股呈现强势。
NEWS_INDIE_HARDWARE_001_TITLE,핵심 소자 생산 기지 대규모 화재로 전력선 일부 소실 및 가동 중단 공식 발표,Mega fire at key manufacturing plant halts power lines and production,核心器件生产基地大火导致部分电力线烧毁，官方宣布停工
NEWS_INDIE_HARDWARE_001_SUMMARY,핵심 트랜지스터 등 부품 가공 공장의 일시 중단이 공식 확인되며 하드웨어 섹터가 직격탄을 맞았습니다.,A shutdown at the key transistor plant hit the hardware sector directly.,核心晶体管等部件加工厂临时停工得到官方确认，硬件板块遭受正面打击。
NEWS_INDIE_AI_001_TITLE,세계 최고 수준의 멀티모달 초거대 인공지능 추론 엔진 오픈소스 공식 배포,World-class multimodal giant AI inference engine officially open-sourced,全球最高水平的多模态超大型人工智能推理引擎开源官方发布
NEWS_INDIE_AI_001_SUMMARY,어디서나 구동 가능한 고성능 모델의 무료 배포로 클라우드 및 AI 소프트웨어 업계 전반의 혁신이 예상됩니다.,Innovation expected in cloud and AI software with the free release of high-performance models.,可在任何地方运行的高性能模型免费发布，预计云和AI软件行业整体将迎来创新。
NEWS_INDIE_ENERGY_001_TITLE,"정부, 신재생 에너지 설비 설치 기업 대상 특별 세액 공제 공식 공표",Gov officially announces special tax credits for installing renewable energy plants,政府官方公布面向新再生能源设施安装企业的特别税额减免
NEWS_INDIE_ENERGY_001_SUMMARY,대규모 친환경 특별 보조금 조치가 실현되며 저탄소 솔루션 및 배터리 업계에 호재로 작동하고 있습니다.,"Eco-friendly subsidy measures are implemented, acting as good news for low-carbon and battery sectors.",大规模环保特别补贴措施落地，正为低碳解决方案及电池行业带来实质利好。
ui_stock_phase_rumor,찌라시,Rumor,小道消息
ui_stock_phase_official,공식,Official,官方
ui_stock_phase_fade,소멸,Fading,消退
ui_stock_sentiment_positive,긍정적,Positive,利好
ui_stock_sentiment_negative,부정적,Negative,利空
ui_stock_sentiment_neutral_news,중립,Neutral,中立
ui_stock_sentiment_fear,공포,Fear,恐慌
ui_stock_sentiment_greed,탐욕,Greed,贪婪
ui_stock_sentiment_neutral,중립,Neutral,中立
ui_stock_no_news,관련 뉴스 없음,No related news,无相关新闻
ui_stock_no_holding,미보유,Not held,未持有
ui_stock_price,₩{0:N0},₩{0:N0},₩{0:N0}
ui_stock_gold,{0:N0} G,{0:N0} G,{0:N0} G
ui_stock_next_tick,다음 갱신까지 {0},Next update in {0},距下次更新 {0}
ui_stock_tick_paused,지하에서는 멈춤,Paused underground,地下暂停
ui_stock_marketcap,시총 {0}등급,Cap {0},市值 {0}级
ui_stock_holding,보유 {0}주 · 평단 ₩{1:N0} ({2}),Hold {0} sh · avg ₩{1:N0} ({2}),持有 {0}股 · 均价 ₩{1:N0} ({2})
ui_stock_news_line,[{0}] {1},[{0}] {1},[{0}] {1}
ui_stock_shares,{0}주,{0} sh,{0}股
ui_stock_qty,{0} 주,{0} sh,{0} 股
ui_stock_order_amount,₩{0:N0},₩{0:N0},₩{0:N0}
ui_stock_avg,평단 ₩{0:N0},Avg ₩{0:N0},均价 ₩{0:N0}
ui_stock_current,현재 ₩{0:N0},Now ₩{0:N0},现价 ₩{0:N0}
ui_stock_total_value_label,총 평가금액,Total Value,总市值
ui_stock_total_value_amount,₩{0:N0},₩{0:N0},₩{0:N0}
ui_stock_profit_amount,평가 손익 {0},Profit/Loss {0},评估损益 {0}
ui_stock_profit_rate,수익률 {0},Return {0},收益率 {0}
ui_stock_holding_count,보유 종목 {0}개,Holdings {0},持仓 {0}支
ui_stock_patience,인내심 {0}일 (초과 시 강제 매각),Patience {0}d (auto-sell after),耐心 {0}天 (超时强制卖出)
ui_stock_portfolio_empty,보유 중인 종목이 없습니다,No holdings yet,暂无持仓
ui_stock_news_active_info,{0} · {1} · 남은 {2}틱,{0} · {1} · {2} ticks left,{0} · {1} · 剩余{2}回合
ui_stock_news_active_info_notag,{0} · 남은 {1}틱,{0} · {1} ticks left,{0} · 剩余{1}回合
ui_stock_news_history_info,발생 {0}틱 · {1},Tick {0} · {1},{0}回合 · {1}
ui_market_tab_stock,주식,Stocks,股票
ui_market_tab_coin,코인,Coin,代币
ui_market_sentiment_label,시장 심리,Sentiment,市场情绪
ui_stock_tab_quotes,시세,Quotes,行情
ui_stock_tab_news,뉴스,News,新闻
ui_stock_tab_portfolio,보유,Holdings,持仓
ui_stock_list_header,전체 종목,All Stocks,全部股票
ui_stock_sort_default,기본순,Default,默认
ui_stock_sort_price_desc,가격 높은순,Price ▼,价格 ▼
ui_stock_sort_price_asc,가격 낮은순,Price ▲,价格 ▲
ui_stock_sort_change_desc,등락률순,Change %,涨跌幅
ui_stock_sort_name,이름순,Name,名称
ui_stock_filter_tag_all,전체 태그,All Tags,全部标签
ui_stock_orderbook,호가,Order Book,盘口
ui_stock_latest_news,최신 뉴스,Latest News,最新新闻
ui_stock_qty_label,수량,Qty,数量
ui_stock_order_amount_label,주문 금액,Order Amount,订单金额
ui_stock_buy,매수,Buy,买入
ui_stock_sell,매도,Sell,卖出
PARAM_REGION_A,A지역,Region A,A地区
PARAM_REGION_B,B지역,Region B,B地区
PARAM_REGION_NATION,전국,Nationwide,全国
PARAM_DISEASE_RESPIRATORY,호흡기,respiratory,呼吸道
PARAM_DISEASE_VIRUS,바이러스,virus,病毒
PARAM_REGION_ALLIANCE,연합,Alliance,联合
PARAM_REGION_FAREAST,극동,Far East,远东
PARAM_REGION_EEUROPE,동유럽,Eastern Europe,东欧
NEWS_INDIE_EV_001_TITLE,전기차 보조금 대폭 확대 발표,Major EV subsidy expansion announced,电动车补贴大幅扩大公布
NEWS_INDIE_EV_001_SUMMARY,정부의 전기차·배터리 보조금 확대로 친환경 모빌리티 업계가 강세를 보이고 있습니다.,Green mobility stocks rally as the government expands EV and battery subsidies.,政府扩大电动车与电池补贴、绿色出行行业走强。
NEWS_INDIE_CLOUD_001_TITLE,초대형 클라우드 인프라 위탁 계약 체결,Huge cloud infrastructure contract signed,签订超大型云基础设施委托合同
NEWS_INDIE_CLOUD_001_SUMMARY,글로벌 기업의 대규모 클라우드 전환으로 소프트웨어 업계 수주가 급증하고 있습니다.,Software firms see orders surge as a global enterprise migrates to the cloud.,全球企业大规模上云、软件行业订单激增。
NEWS_INDIE_SPACE_001_TITLE,차세대 발사체 시험 발사 성공,Next-gen launch vehicle test succeeds,新一代运载火箭试射成功
NEWS_INDIE_SPACE_001_SUMMARY,재사용 발사체 시험에 성공하며 우주·항공 관련주가 일제히 상승했습니다.,Aerospace stocks jump after a successful reusable rocket test.,可重复使用火箭试验成功、航天航空相关股全线上涨。
NEWS_INDIE_RETAIL_001_TITLE,소비 심리 반등에 유통 매출 급증,Retail sales surge on consumer rebound,消费回暖带动零售销售激增
NEWS_INDIE_RETAIL_001_SUMMARY,소비 심리가 회복되며 유통·소비재 기업의 매출이 큰 폭으로 늘었습니다.,Consumer and retail revenues rise sharply as sentiment recovers.,消费信心回升、零售与消费品企业营收大幅增长。
NEWS_INDIE_BANK_001_TITLE,소비재 업계 사상 최대 분기 실적,Consumer industry posts record quarterly earnings,消费品行业创历史最佳季度业绩
NEWS_INDIE_BANK_001_SUMMARY,판매 호조로 주요 소비재 기업이 분기 최대 실적을 기록했습니다.,Major consumer firms hit record quarterly profits on strong sales.,销售强劲，主要消费品企业录得季度最高业绩。
NEWS_INDIE_VACCINE_001_TITLE,혁신 신약 임상 3상 성공,Breakthrough drug passes phase 3 trial,创新新药三期临床成功
NEWS_INDIE_VACCINE_001_SUMMARY,기대를 모으던 신약이 임상 3상에 성공하며 제약·바이오주가 급등했습니다.,Pharma and bio stocks spike after a key drug clears phase 3 trials.,备受期待的新药三期临床成功、制药与生物股大涨。
NEWS_INDIE_FOUNDRY_001_TITLE,빅테크 파운드리 대규모 위탁 수주,Big tech places huge foundry order,大型科技公司大规模代工下单
NEWS_INDIE_FOUNDRY_001_SUMMARY,글로벌 빅테크의 대규모 위탁 생산 계약으로 반도체 파운드리 업계가 호황입니다.,Foundry stocks boom on a massive outsourcing deal from big tech.,全球科技巨头大规模委托生产、半导体代工行业景气。
NEWS_INDIE_OIL_001_TITLE,국제 유가 급등에 원가 부담 심화,Oil price surge deepens cost pressure,国际油价飙升加剧成本压力
NEWS_INDIE_OIL_001_SUMMARY,국제 유가가 급등하며 에너지 의존 산업의 원가 부담이 커지고 있습니다.,Energy-reliant industries face rising costs as oil prices spike.,国际油价飙升、能源依赖型行业成本压力加大。
NEWS_INDIE_DATABREACH_001_TITLE,대규모 개인정보 유출 사고 발생,Massive personal data breach reported,发生大规模个人信息泄露事故
NEWS_INDIE_DATABREACH_001_SUMMARY,대형 플랫폼에서 개인정보 유출 사고가 터지며 소프트웨어·클라우드주가 급락했습니다.,Software and cloud stocks plunge after a major platform data breach.,大型平台发生信息泄露、软件与云股大跌。
NEWS_INDIE_DEFCUT_001_TITLE,국방 예산 대폭 삭감 확정,Major defense budget cut confirmed,确定大幅削减国防预算
NEWS_INDIE_DEFCUT_001_SUMMARY,정부의 국방 예산 삭감이 확정되며 방산 관련주가 약세를 보이고 있습니다.,Defense stocks weaken after the government confirms budget cuts.,政府确定削减国防预算、防务相关股走弱。
NEWS_INDIE_FASHION_001_TITLE,소비 위축에 패션·유통 부진,Consumer slump hits fashion and retail,消费萎缩拖累时尚与零售
NEWS_INDIE_FASHION_001_SUMMARY,경기 둔화로 소비가 위축되며 패션·유통 업계 실적이 부진합니다.,Fashion and retail earnings slump as a downturn curbs spending.,经济放缓导致消费萎缩、时尚与零售业绩低迷。
NEWS_INDIE_FINTECHREG_001_TITLE,소비재 온라인 판매 규제 강화 법안 통과,Tougher rules on consumer online sales pass,加强消费品线上销售监管的法案通过
NEWS_INDIE_FINTECHREG_001_SUMMARY,판매 규제 강화 법안이 통과되며 관련 소비재주가 하락했습니다.,Consumer stocks fall as tighter sales regulations pass.,销售监管强化法案通过，相关消费品股下跌。
NEWS_INDIE_SEMIGLUT_001_TITLE,반도체 공급과잉에 재고 급증,Chip glut sends inventories soaring,芯片供过于求、库存激增
NEWS_INDIE_SEMIGLUT_001_SUMMARY,수요 둔화로 반도체 재고가 급증하며 칩·하드웨어 업계가 압박받고 있습니다.,Chip and hardware firms struggle as inventories pile up on weak demand.,需求放缓导致芯片库存激增、芯片与硬件行业承压。
NEWS_INDIE_MEDIAFLOP_001_TITLE,기대작 연이은 흥행 참패,Anticipated titles flop at box office,备受期待的作品接连票房惨败
NEWS_INDIE_MEDIAFLOP_001_SUMMARY,기대를 모은 콘텐츠가 잇따라 흥행에 실패하며 미디어·게임주가 하락했습니다.,Media and gaming stocks drop as hyped releases flop.,备受期待的内容接连失利、媒体与游戏股下跌。
NEWS_INDIE_MINE_001_TITLE,대형 광산 갱도 붕괴 사고 발생,Major mine tunnel collapse reported,大型矿山巷道坍塌事故发生
NEWS_INDIE_MINE_001_SUMMARY,갱도 붕괴로 채굴 작업이 전면 중단되며 자원·소재주가 급락했습니다.,Resource and materials stocks plunge as mining halts after a tunnel collapse.,巷道坍塌导致开采全面中断，资源与材料股大跌。
NEWS_INDIE_METAL_001_TITLE,산업용 희소 금속 가격 사상 최고치 경신,Industrial rare metal prices hit all-time high,工业稀有金属价格刷新历史最高
NEWS_INDIE_METAL_001_SUMMARY,희소 금속 가격 급등으로 채굴·소재 기업의 실적 기대가 커지고 있습니다.,Earnings hopes rise for mining and materials firms on soaring rare metal prices.,稀有金属价格飙升，采矿与材料企业业绩预期升温。
NEWS_INDIE_LUXURY_001_TITLE,명품 소비 붐 — 프리미엄 유통 실적 서프라이즈,Luxury spending boom delivers premium retail earnings surprise,奢侈品消费热潮，高端零售业绩惊喜
NEWS_INDIE_LUXURY_001_SUMMARY,명품 수요가 폭발하며 프리미엄 유통 기업들이 깜짝 실적을 발표했습니다.,Premium retailers post surprise earnings as luxury demand explodes.,奢侈品需求爆发，高端零售企业公布惊喜业绩。
ui_stock_patience_left,인내심 {0}일,Patience {0}d,耐心 {0}天
ui_stock_sell_locked,당일,Same-day,当日
ui_stock_sell_owned,보유 {0}주 · 현재 ₩{1:N0},Own {0} · Now ₩{1:N0},持有 {0}股 · 现价 ₩{1:N0}
ui_stock_sell_proceeds,예상 수령액  ₩{0:N0},Est. proceeds  ₩{0:N0},预计所得  ₩{0:N0}
ui_stock_sell_qty,매도 수량,Sell Qty,卖出数量
ui_stock_sell_max,전량,All,全部
ui_stock_cancel,취소,Cancel,取消
STOCK_COMP_LEESUNG,이성전자,LeeSung,李成电子
STOCK_COMP_LEESUNG_DESC,반도체·가전·모바일을 아우르는 한국 최대 전자 대기업,"Korea's largest electronics conglomerate spanning chips, appliances, and mobile",涵盖半导体、家电与移动的韩国最大电子集团
STOCK_COMP_GREENHARVEST,그린하베스트,GreenHarvest,绿收
STOCK_COMP_GREENHARVEST_DESC,스마트 수직농장 기반 도심형 작물 재배 기업,Urban crop cultivation based on smart vertical farms,基于智能垂直农场的城市作物栽培企业
STOCK_COMP_SEEDCORE,시드코어,SeedCore,种芯
STOCK_COMP_SEEDCORE_DESC,종자 개량 및 농업 바이오 연구 기업,Seed breeding and agricultural bio research company,种子改良与农业生物研究企业
STOCK_COMP_BLUEWAVE,블루웨이브 수산,BlueWave Fishery,蓝浪水产
STOCK_COMP_BLUEWAVE_DESC,원양 어업 및 스마트 양식 전문 기업,Deep-sea fishing and smart aquaculture company,远洋渔业与智能养殖专业企业
STOCK_COMP_NOVACHEM,노바켐,NovaChem,诺瓦化工
STOCK_COMP_NOVACHEM_DESC,정밀화학 및 첨단 소재 제조 기업,Fine chemicals and advanced materials manufacturer,精细化工与尖端材料制造企业
STOCK_COMP_POLYBOND,폴리본드,PolyBond,聚邦
STOCK_COMP_POLYBOND_DESC,고성능 고분자 폴리머 소재 기업,High-performance polymer materials company,高性能高分子聚合物材料企业
STOCK_COMP_TERRACHEM,테라켐,TerraChem,泰拉化工
STOCK_COMP_TERRACHEM_DESC,비료 및 농화학 제품 생산 기업,Fertilizer and agrochemical products producer,化肥与农用化学产品生产企业
STOCK_COMP_SWIFTMOTORS,스위프트 모터스,Swift Motors,迅捷汽车
STOCK_COMP_SWIFTMOTORS_DESC,대중형 완성차 제조 대기업,Mass-market vehicle manufacturer,大众型整车制造大企业
STOCK_COMP_VOLTRIDE,볼트라이드,VoltRide,伏特驰
STOCK_COMP_VOLTRIDE_DESC,전기차 및 자율주행 플랫폼 전문 기업,EV and autonomous driving platform specialist,电动车与自动驾驶平台专业企业
STOCK_COMP_IRONWHEEL,아이언휠,IronWheel,铁轮重工
STOCK_COMP_IRONWHEEL_DESC,상용차 및 대형 트럭 제조 기업,Commercial vehicle and heavy truck manufacturer,商用车与大型卡车制造企业
STOCK_COMP_SKYTEL,스카이텔,SkyTel,天空电信
STOCK_COMP_SKYTEL_DESC,전국 이동통신 서비스 운영 대기업,Nationwide mobile network carrier,全国移动通信服务运营大企业
STOCK_COMP_WAVECOMM,웨이브컴,WaveComm,波讯
STOCK_COMP_WAVECOMM_DESC,차세대 통신 장비 및 네트워크 인프라 기업,Next-gen telecom equipment and network infrastructure company,下一代通信设备与网络基础设施企业
STOCK_COMP_ORBITLINK,오빗링크,OrbitLink,轨联
STOCK_COMP_ORBITLINK_DESC,저궤도 위성 기반 글로벌 인터넷 기업,Low-orbit satellite-based global internet company,基于低轨卫星的全球互联网企业
STOCK_COMP_BUILDPRO,빌드프로,BuildPro,建普
STOCK_COMP_BUILDPRO_DESC,종합 건설 및 인프라 시공 기업,General construction and infrastructure company,综合建筑与基础设施施工企业
STOCK_COMP_SKYTOWER,스카이타워,SkyTower,天塔建设
STOCK_COMP_SKYTOWER_DESC,초고층 빌딩 전문 건설 대기업,Skyscraper specialist construction giant,超高层建筑专业建设大企业
STOCK_COMP_URBANEST,어반네스트,UrbaNest,都巢地产
STOCK_COMP_URBANEST_DESC,도심 부동산 개발 및 자산 운용 기업,Urban real estate development and asset management company,城市房地产开发与资产运营企业
STOCK_COMP_ROBOMATE,로보메이트,RoboMate,罗博伴
STOCK_COMP_ROBOMATE_DESC,가정용 서비스 로봇 개발 기업,Home service robot developer,家用服务机器人开发企业
STOCK_COMP_MECHONIX,메카닉스,Mechonix,麦科尼
STOCK_COMP_MECHONIX_DESC,산업용 자동화 로봇 제조 기업,Industrial automation robotics manufacturer,工业自动化机器人制造企业
STOCK_COMP_AUTOLIMB,오토림,AutoLimb,奥托肢
STOCK_COMP_AUTOLIMB_DESC,로봇 의수·의족 등 재활 로보틱스 기업,Robotic prosthetics and rehabilitation robotics company,机器人假肢等康复机器人企业
STOCK_COMP_WANDERLUX,원더럭스,WanderLux,漫旅
STOCK_COMP_WANDERLUX_DESC,글로벌 여행 예약 플랫폼 기업,Global travel booking platform company,全球旅游预订平台企业
STOCK_COMP_BLUELAGOON,블루라군 리조트,BlueLagoon Resort,蓝湖度假
STOCK_COMP_BLUELAGOON_DESC,프리미엄 휴양 리조트 체인 운영 기업,Premium resort chain operator,高端度假村连锁运营企业
STOCK_COMP_SKYCRUISE,스카이크루즈,SkyCruise,天巡邮轮
STOCK_COMP_SKYCRUISE_DESC,크루즈 및 항공 레저 여행 기업,Cruise and air leisure travel company,邮轮与航空休闲旅游企业
STOCK_COMP_MEDICARE,메디케어,MediCare,美迪护
STOCK_COMP_MEDICARE_DESC,종합 병원 및 의료 서비스 체인 기업,Hospital and medical service chain company,综合医院与医疗服务连锁企业
STOCK_COMP_VITALINK,바이탈링크,VitaLink,生命联
STOCK_COMP_VITALINK_DESC,첨단 의료기기 및 진단 장비 기업,Advanced medical devices and diagnostics company,尖端医疗器械与诊断设备企业
STOCK_COMP_CAREHUB,케어허브,CareHub,护枢
STOCK_COMP_CAREHUB_DESC,AI 기반 디지털 헬스케어 플랫폼 기업,AI-based digital healthcare platform company,基于AI的数字医疗平台企业
STOCK_COMP_SHIELDSEC,실드섹,ShieldSec,盾安
STOCK_COMP_SHIELDSEC_DESC,기업용 통합 보안 솔루션 기업,Enterprise integrated security solutions company,企业级综合安全解决方案企业
STOCK_COMP_CRYPTOGUARD,크립토가드,CryptoGuard,密卫
STOCK_COMP_CRYPTOGUARD_DESC,암호화 및 인증 보안 전문 기업,Encryption and authentication security specialist,加密与认证安全专业企业
STOCK_COMP_FIREWALLX,파이어월엑스,FireWallX,火墙X
STOCK_COMP_FIREWALLX_DESC,네트워크 방어 및 위협 대응 기업,Network defense and threat response company,网络防御与威胁应对企业
STOCK_COMP_SHOPWAVE,샵웨이브,ShopWave,购浪
STOCK_COMP_SHOPWAVE_DESC,종합 온라인 쇼핑 마켓플레이스 기업,Comprehensive online shopping marketplace company,综合在线购物平台企业
STOCK_COMP_QUICKCART,퀵카트,QuickCart,快购车
STOCK_COMP_QUICKCART_DESC,즉시 배송 기반 생필품 커머스 기업,Instant-delivery essential goods commerce company,基于即时配送的生活必需品电商企业
STOCK_COMP_GLOBAMART,글로바마트,GlobaMart,环球集市
STOCK_COMP_GLOBAMART_DESC,전 세계 물류망을 갖춘 이커머스 대기업,E-commerce giant with a worldwide logistics network,拥有全球物流网的电商巨头
STOCK_COMP_COZYCAFE,코지카페,CozyCafe,暖咖
STOCK_COMP_COZYCAFE_DESC,전국 프랜차이즈 카페 체인 기업,Nationwide franchise cafe chain company,全国连锁咖啡加盟企业
STOCK_COMP_SNACKJOY,스낵조이,SnackJoy,乐脆
STOCK_COMP_SNACKJOY_DESC,제과 및 스낵 식품 제조 기업,Confectionery and snack food manufacturer,糖果与零食食品制造企业
STOCK_COMP_PUREBREW,퓨어브루,PureBrew,纯酿
STOCK_COMP_PUREBREW_DESC,음료 및 주류 제조 유통 기업,Beverage and spirits manufacturing and distribution company,饮料与酒类制造流通企业
STOCK_COMP_HOMESTYLE,홈스타일,HomeStyle,家韵
STOCK_COMP_HOMESTYLE_DESC,가구 및 생활용품 유통 기업,Furniture and home goods retailer,家具与生活用品流通企业
STOCK_COMP_PETPAL,펫팔,PetPal,宠伴
STOCK_COMP_PETPAL_DESC,반려동물 사료 및 용품 전문 기업,Pet food and supplies specialist,宠物饲料与用品专业企业
STOCK_COMP_SAFEGUARD,세이프가드 화재,SafeGuard Insurance,守护保险
STOCK_COMP_SAFEGUARD_DESC,종합 손해보험 서비스 기업,Comprehensive property and casualty insurance company,综合财产保险服务企业
STOCK_COMP_PAYWAVE,페이웨이브,PayWave,付浪
STOCK_COMP_PAYWAVE_DESC,간편결제 및 송금 핀테크 플랫폼 기업,Mobile payment and remittance fintech platform company,移动支付与汇款金融科技平台企业
STOCK_COMP_LENDHUB,렌드허브,LendHub,贷枢
STOCK_COMP_LENDHUB_DESC,디지털 대출 및 신용평가 핀테크 기업,Digital lending and credit-scoring fintech company,数字借贷与信用评估金融科技企业
STOCK_COMP_CAPITALSTONE,캐피탈스톤,CapitalStone,磐石资本
STOCK_COMP_CAPITALSTONE_DESC,대형 사모펀드 및 투자 운용 그룹,Large private equity and investment management group,大型私募基金与投资管理集团
STOCK_COMP_WINDFORCE,윈드포스,WindForce,风驰能源
STOCK_COMP_WINDFORCE_DESC,해상 및 육상 풍력 발전 기업,Offshore and onshore wind power company,海上与陆上风力发电企业
STOCK_COMP_HYDROCORE,하이드로코어,HydroCore,水核能源
STOCK_COMP_HYDROCORE_DESC,수소 연료전지 및 에너지 저장 기업,Hydrogen fuel cell and energy storage company,氢燃料电池与储能企业
STOCK_COMP_GRIDPOWER,그리드파워,GridPower,电网动力
STOCK_COMP_GRIDPOWER_DESC,전력망 운영 및 전기 유틸리티 기업,Power grid operations and electric utility company,电网运营与电力公用事业企业
STOCK_COMP_DEEPCOREGEO,딥코어 지열,DeepCore Geo,深核地热
STOCK_COMP_DEEPCOREGEO_DESC,심부 지열 발전 개발 전문 기업,Deep geothermal power development specialist,深部地热发电开发专业企业
STOCK_COMP_CLOUDNINE,클라우드나인,CloudNine,云九
STOCK_COMP_CLOUDNINE_DESC,글로벌 클라우드 인프라 서비스 기업,Global cloud infrastructure service company,全球云基础设施服务企业
STOCK_COMP_CODEFORGE,코드포지,CodeForge,码锻
STOCK_COMP_CODEFORGE_DESC,개발자 대상 SaaS 툴 제공 기업,Developer-focused SaaS tools provider,面向开发者的SaaS工具提供企业
STOCK_COMP_NEUROSYNTH,뉴로신스,NeuroSynth,神经合成
STOCK_COMP_NEUROSYNTH_DESC,생성형 인공지능 모델 개발 스타트업,Generative AI model development startup,生成式人工智能模型开发初创企业
STOCK_COMP_DATAPULSE,데이터펄스,DataPulse,数脉
STOCK_COMP_DATAPULSE_DESC,빅데이터 분석 및 예측 솔루션 기업,Big data analytics and prediction solutions company,大数据分析与预测解决方案企业
STOCK_COMP_MICRONIX,마이크로닉스,Micronix,微尼科
STOCK_COMP_MICRONIX_DESC,메모리 반도체 설계 및 생산 기업,Memory semiconductor design and production company,存储半导体设计与生产企业
STOCK_COMP_PHOTONCHIP,포톤칩,PhotonChip,光子芯
STOCK_COMP_PHOTONCHIP_DESC,광반도체 및 광통신 소자 기업,Photonic semiconductor and optical component company,光子半导体与光通信器件企业
STOCK_COMP_BOARDCRAFT,보드크래프트,BoardCraft,板匠
STOCK_COMP_BOARDCRAFT_DESC,고집적 인쇄회로기판 제조 기업,High-density printed circuit board manufacturer,高集成印刷电路板制造企业
STOCK_COMP_RAREEARTH,레어어스 코퍼레이션,RareEarth Corp,稀土集团
STOCK_COMP_RAREEARTH_DESC,희토류 채굴 및 정제 전문 기업,Rare-earth mining and refining specialist,稀土开采与精炼专业企业
STOCK_COMP_GLASSWORKS,글래스웍스,GlassWorks,玻工
STOCK_COMP_GLASSWORKS_DESC,특수 유리 및 첨단 소재 기업,Specialty glass and advanced materials company,特种玻璃与尖端材料企业
STOCK_COMP_CARBONFORGE,카본포지,CarbonForge,碳锻
STOCK_COMP_CARBONFORGE_DESC,탄소섬유 복합재 소재 전문 기업,Carbon fiber composite materials specialist,碳纤维复合材料专业企业
STOCK_COMP_VANGUARDDEF,뱅가드 디펜스,Vanguard Defense,先锋防务
STOCK_COMP_VANGUARDDEF_DESC,지상 방어 체계 및 장갑 시스템 기업,Ground defense systems and armored systems company,地面防御体系与装甲系统企业
STOCK_COMP_SKYFORTRESS,스카이포트리스,SkyFortress,天堡
STOCK_COMP_SKYFORTRESS_DESC,전투기 및 항공 방산 시스템 개발사,Combat aircraft and aerospace defense systems developer,战斗机与航空防务系统开发商
STOCK_COMP_DRONEWING,드론윙,DroneWing,无人翼
STOCK_COMP_DRONEWING_DESC,군용·민간 무인기 드론 개발 기업,Military and civilian drone systems developer,军用与民用无人机系统开发企业
STOCK_COMP_STREAMVERSE,스트림버스,StreamVerse,流媒宇
STOCK_COMP_STREAMVERSE_DESC,글로벌 OTT 스트리밍 콘텐츠 기업,Global OTT streaming content company,全球OTT流媒体内容企业
STOCK_COMP_PLAYFORGE,플레이포지,PlayForge,玩锻
STOCK_COMP_PLAYFORGE_DESC,대형 콘솔 게임 개발 스튜디오,AAA console game development studio,大型主机游戏开发工作室
STOCK_COMP_TOONLAB,툰랩,ToonLab,漫工坊
STOCK_COMP_TOONLAB_DESC,웹툰 및 애니메이션 제작 스튜디오,Webtoon and animation production studio,网漫与动画制作工作室
STOCK_COMP_CURALIFE,큐라라이프,CuraLife,康愈
STOCK_COMP_CURALIFE_DESC,만성질환 치료제 개발 제약 기업,Chronic disease therapeutics pharmaceutical company,慢性病治疗剂开发制药企业
STOCK_COMP_IMMUNOVA,이뮤노바,Immunova,免疫诺
STOCK_COMP_IMMUNOVA_DESC,면역항암 신약 개발 바이오 기업,Immuno-oncology drug development bio company,免疫抗癌新药开发生物企业
STOCK_COMP_SWIFTSHIP,스위프트십,SwiftShip,迅运
STOCK_COMP_SWIFTSHIP_DESC,국제 특송 및 택배 물류 기업,International express and parcel logistics company,国际速递与快递物流企业
STOCK_COMP_RAILCORE,레일코어,RailCore,轨芯
