key,kr,en,cn
ui_saveslot_rename_short,이름,Name,名稱
ui_saveslot_rename_title,이름 변경,Rename Save,重新命名
ui_saveslot_name_title,세이브 이름,Save Name,存檔名稱
ui_saveslot_name_placeholder,세이브 이름을 입력하세요,Enter a save name,請輸入存檔名稱
ui_saveslot_name_hint,최대 16자 · 비워두면 슬롯 번호로 표시됩니다,Up to 16 characters · leave blank to use the slot number,最多16個字元 · 留空則顯示存檔編號
ui_saveslot_name_ok,확인,OK,確定
ui_elevator_title,엘리베이터,Elevator,電梯
ui_elevator_position,현재 위치  X : {0},Current position  X : {0},目前位置  X : {0}
ui_elevator_depth,깊이 {0},Depth {0},深度 {0}
ui_elevator_here,현재 위치,You are here,目前位置
ui_elevator_unloaded,미로드,Not loaded,未載入
ui_elevator_locked,미발견,Undiscovered,未發現
ui_elevator_locked_name,???,???,???
ui_elevator_surface,지상으로 나가기,Return to Surface,返回地面
ui_elevator_confirm,이동,Move,移動
ui_elevator_hint,W / S : 이동    Space : 선택    ESC : 닫기,W / S : Move    Space : Select    ESC : Close,W / S：移動    Space：選擇    ESC：關閉
ui_explore_exit_title,탐험 종료,End Expedition,結束探險
ui_explore_exit_msg,정말 탐험을 종료하고 지상으로 올라가시겠습니까? 캔 광물은 창고로 옮겨집니다.,End the expedition and return to the surface? Mined minerals will be moved to the warehouse.,確定要結束探險並返回地面嗎？已開採的礦物將移入倉庫。
ui_explore_exit_confirm,지상으로,Go Up,返回地面
ui_explore_exit_hint,A / D : 이동    Space : 선택    ESC : 취소,A / D : Move    Space : Select    ESC : Cancel,A / D：移動    Space：選擇    ESC：取消
ui_pause_hint,W / S : 이동    Space : 선택    ESC : 닫기,W / S : Move    Space : Select    ESC : Close,W / S：移動    Space：選擇    ESC：關閉
hud_day_count,{0}일차,Day {0},第{0}天
hud_time_morning,오전,Morning,上午
hud_time_afternoon,오후,Afternoon,下午
ui_codex_new_badge,새 광물!,NEW!,新礦物！
ui_codex_title,도감,Codex,圖鑑
ui_codex_progress,발견 {0} / {1},Discovered {0} / {1},已發現 {0} / {1}
ui_codex_undiscovered,???,???,???
ui_codex_undiscovered_desc,아직 발견하지 못했습니다. 계속 탐험해 보세요.,Not yet discovered. Keep exploring.,尚未發現。繼續探索吧。
ui_codex_hint,Q / E : 탭    ·    W A S D : 이동    ·    ESC : 닫기,Q / E : Tab    ·    W A S D : Move    ·    ESC : Close,Q / E：頁籤    ·    W A S D：移動    ·    ESC：關閉
ui_codex_empty,도감 데이터를 불러올 수 없습니다.,Failed to load codex data.,無法載入圖鑑資料。
ui_codex_group_etc,기타,Misc,其他
ui_codex_tab_mineral,광물,Minerals,礦物
ui_codex_tab_equipment,장비,Equipment,裝備
ui_codex_tab_item,아이템,Items,道具
ui_codex_tab_relic,유물,Relics,遺物
ui_codex_tab_guide,가이드,Guides,指南
ui_codex_guide_group,가이드,Guides,指南
ui_codex_guide_unseen,아직 보지 않음,Not seen yet,尚未閱讀
ui_codex_guide_unseen_desc,아직 이 가이드를 만나지 못했습니다. 계속 진행해 보세요.,You have not seen this guide yet. Keep playing.,你還沒看過這個指南。繼續遊玩吧。
ui_codex_guide_empty,아직 가이드가 없습니다.,No guides yet.,尚無指南。
ui_codex_hint_guide,Q / E : 탭    ·    W S : 목록    ·    A D : 페이지    ·    Space : 크게 보기    ·    ESC : 닫기,Q / E : Tab    ·    W S : List    ·    A D : Page    ·    Space : View    ·    ESC : Close,Q / E：頁籤    ·    W S：清單    ·    A D：翻頁    ·    空白鍵：放大檢視    ·    ESC：關閉
ui_codex_tier_label,{0}단계,Tier {0},第{0}階
ui_codex_tier1,1단계 · 잡동사니와 기초 광물,Tier 1 · Junk & Basic Ores,第一階 · 雜物與基礎礦物
ui_codex_tier2,2단계 · 보석과 희귀 금속,Tier 2 · Gems & Rare Metals,第二階 · 寶石與稀有金屬
ui_codex_tier3,3단계 · 고가치 광물과 보석,Tier 3 · High-Value Minerals,第三階 · 高價值礦物與寶石
ui_codex_tier4,4단계 · 초희귀·우주 물질,Tier 4 · Ultra-Rare & Cosmic Matter,第四階 · 超稀有與宇宙物質
ui_codex_eq_head,머리,Head,頭部
ui_codex_eq_clothes,옷,Body,服裝
ui_codex_eq_shoes,신발,Shoes,鞋子
ui_codex_item_instant,즉시 사용,Instant,即時
ui_codex_item_buff,버프,Buff,增益
ui_codex_item_hybrid,복합,Hybrid,複合
ui_codex_item_utility,유틸리티,Utility,實用
ui_codex_relic_passive,패시브,Passive,被動
ui_codex_relic_active,액티브,Active,主動
hud_quest_header,퀘스트,Quests,任務
hud_quest_main,메인 퀘스트,Main Quest,主線任務
hud_quest_sub,서브 퀘스트,Sub Quest,支線任務
ui_guide_ctrl_move_title,이동과 점프,Move & Jump,移動與跳躍
ui_guide_ctrl_move_body,"A · D 키로 좌우로 이동하고, Space 키로 점프합니다. 동굴은 아래로 갈수록 어두워지니 발밑을 잘 살피세요.","Use A and D to move, Space to jump. The deeper you go, the darker it gets - watch your footing.",用 A · D 左右移動，空白鍵跳躍。 越往下越暗，注意腳下。
ui_guide_ctrl_dig_title,땅 파기,Digging,挖掘
ui_guide_ctrl_dig_body,좌클릭으로 지형을 팝니다. 꾹 누르면 더 넓게 파낼 수 있습니다. 도구 등급보다 단단한 땅은 팔 수 없습니다.,Left-click to dig. Hold to carve a wider area. Ground harder than your tool tier cannot be dug.,左鍵挖掘地形，長按可挖得更廣。 超過工具等級的硬地無法挖掘。
ui_guide_ctrl_interact_title,상호작용,Interact,互動
ui_guide_ctrl_interact_body,F 키로 주변 대상과 상호작용합니다. 할 수 있는 일이 여럿이면 목록이 뜨고 마우스 휠로 고릅니다.,"Press F to interact with nearby objects. When there is more than one thing to do, pick from the list with the mouse wheel.",按 F 與附近目標互動。 可做的事有多項時，用滑鼠滾輪選擇。
ui_guide_ctrl_map_title,지도,Map,地圖
ui_guide_ctrl_map_body,화면 구석의 미니맵이 주변 지형을 보여줍니다. M 키를 누르면 전체 지도가 열립니다.,The minimap shows nearby terrain. Press M to open the full map.,角落的小地圖顯示周圍地形，按 M 開啟全地圖。
ui_guide_mining_charge_title,차징 채굴,Charged Swing,蓄力採礦
ui_guide_mining_charge_body,마우스를 꾹 누르면 차징 게이지가 찹니다. 가득 채워 놓으면 한 번에 더 넓은 범위를 파냅니다.,Hold the mouse to fill the charge gauge. A full charge carves a wider area at once.,長按滑鼠累積蓄力量表，蓄滿時一次挖掘更大範圍。
ui_guide_mining_stamina_title,스태미나,Stamina,體力
ui_guide_mining_stamina_body,파기와 달리기는 스태미나를 씁니다. 다 떨어지면 움직임이 크게 느려지니 무리하지 말고 제때 지상으로 돌아가세요.,Digging and sprinting consume stamina. When it runs out you slow to a crawl - head back to the surface before that happens.,挖掘與奔跑消耗體力。耗盡後行動會變得極慢， 請在那之前回到地面。
ui_guide_mining_pickup_title,광물 줍기,Picking Up Ore,拾取礦物
ui_guide_mining_pickup_body,캐낸 광물은 잠시 뒤 사라집니다. 떨어지자마자 주우세요. 가방이 가득 차면 더 담을 수 없습니다.,Dug-up ore disappears after a while - grab it right away. A full bag cannot hold any more.,挖出的礦物過一會就會消失，請立刻拾取。 背包滿了就裝不下了。
ui_guide_mining_weight_title,짐 무게,Encumbrance,負重
ui_guide_mining_weight_body,가방이 무거울수록 이동과 점프가 둔해집니다. 값싼 광물은 과감히 버리고 비싼 것만 들고 나오는 편이 낫습니다.,"The heavier your bag, the slower you move and jump. Drop cheap ore and carry only what is worth hauling up.",背包越重，移動與跳躍越遲鈍。 丟掉便宜的礦物，只帶值錢的上去。
ui_guide_mining_title,채굴,Mining,採礦
ui_guide_elevator_find_title,정류장 찾기,Finding a Stop,尋找停靠站
ui_guide_elevator_find_body,"층마다 엘리베이터가 하나씩 있고, 위치는 층마다 좌우로 달라집니다. 지도에 표시된 마커를 따라가세요.","Each layer has exactly one elevator, and its position shifts left or right per layer. Follow the marker on your map.",每一層只有一台電梯，位置每層左右不同。 請跟著地圖上的標記走。
ui_guide_elevator_unlock_title,정류장 해금,Unlocking Stops,解鎖停靠站
ui_guide_elevator_unlock_body,한 번 직접 걸어가 본 정류장만 다음부터 바로 내려갈 수 있습니다. 깊은 층은 결국 한 번은 걸어서 도달해야 합니다.,You can only travel to stops you have physically reached at least once. Deeper layers must be walked to the first time.,只有親自抵達過的停靠站，之後才能直接前往。 更深的層第一次仍得自己走下去。
ui_guide_elevator_exit_title,지상으로,Back to the Surface,返回地面
ui_guide_elevator_exit_body,엘리베이터에서 지상으로 나갈 수 있습니다. 천장 구멍에서 새어드는 빛기둥 아래에서 F 키로도 나갈 수 있습니다.,"You can ride the elevator back up to the surface. Standing in the shaft of light below the entrance hole, F works too.",可以搭電梯回到地面。 站在入口洞口灑下的光柱下按 F 也可以。
ui_guide_elevator_title,엘리베이터,Elevator,電梯
ui_guide_market_stock_title,주식,Stocks,股票
ui_guide_market_stock_body,뉴스에 따라 주가가 움직입니다. 찌라시가 먼저 돌고 공식 발표가 뒤따르는 종목도 있습니다. 채광 레벨을 올리면 더 높은 등급의 종목이 상장됩니다.,Prices move with the news - rumors often break before the official announcement. Raising your mining level lists higher-tier companies.,股價隨新聞波動，小道消息常先於官方公告。 提升採礦等級可解鎖更高級別的股票。
ui_guide_market_coin_title,코인,Coins,虛擬幣
ui_guide_market_coin_body,단판 베팅입니다. 적중해도 이익은 잘리고 빗나가면 손실은 더 크게 잡힙니다. 오래 할수록 반드시 잃는 판이니 재미로만 즐기세요.,"One-shot bets. Wins are clipped, losses are not - the longer you play, the more you lose. Treat it as a thrill, never as income.",單局下注。贏的收益被削減，輸的損失更大 —— 玩越久輸越多。 請只當作消遣。
ui_guide_market_risk_title,청산과 상장폐지,Liquidation & Delisting,清算與下市
ui_guide_market_risk_body,레버리지를 올리면 보상도 크지만 마진을 통째로 날릴 확률도 함께 오릅니다. 코인이 −100%를 찍으면 상장폐지되고 새 코인으로 교체됩니다.,Higher leverage means bigger payouts and a bigger chance of losing the whole margin. A coin that hits -100% is delisted and replaced by a new one.,提高槓桿，報酬更高，但整筆保證金歸零的機率也更高。 跌到 −100% 的幣會下市並由新幣取代。
ui_guide_market_title,마켓,Market,市場
ui_codex_guide_done,완료,Done,已完成
ui_codex_guide_locked,잠김,Locked,未解鎖
ui_codex_guide_progress,완료 {0} / {1},Done {0} / {1},已完成 {0} / {1}
interact_npc_quest,퀘스트,Quest,任務
interact_npc_shop,상점,Shop,商店
interact_npc_upgrade,강화,Upgrade,強化
ui_dig_mining_level_required,채광 레벨 {0} 필요 (현재 {1}),Mining Level {0} required (current {1}),需要採礦等級 {0}（目前 {1}）
